CASENUMBER,CASECLASSIFICATION,TYPEOFBUSINESS,TYPEOFCOMPLAINT,CONSTRUCTIONREFERRAL,CITATIONISSUED,OPENDATE,CLOSEDATE,OUTCOME,COMPLAINT,ADDRESS,COUNCILDISTRICT,LOCATION,Single Member Council Districts,"Boundaries: Zip Code Tabulation Areas, 2017",BOUNDARIES_single_member_districts,Neighborhood Planning Areas,Community Registry,Zipcodes
2020 089616-CC,COVID-19,Restaurant,Over Occupancy,,,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,CoVid. overcrowding. Peche,208 W 4TH,9,POINT (-97.74516923 30.26698475),9,52,10,60,217,24
2020 052077-CC,COVID-19,Other,Social Distancing,,,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,COVID-19/Education Provided,SR 20-00121262COVID-19,8801 S IH 35 SVRD NB,2,POINT (-97.78259969 30.16833491),2,25,4,,484,20
2020 057991-CC,COVID-19,Parks,Social Distancing,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19Bull Creek District Park Park full of people,6701 LAKEWOOD DRIVE,10,POINT (-97.78724986 30.36591575),10,17,5,,217,66
2020 098826-CC,COVID-19,Park,Social Distancing,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,Referred to Appropriate Agency,follow up needed .. lansing pugh 512-739-5307  COVID-19 .Social Distancing,4900 LA CROSSE AVENUE,8,POINT (-97.87139084 30.18807993),8,35,2,,531,10
2020 098807-CC,COVID-19,Business,Face Covering Non-Compliance - Business,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,Referred to Appropriate Agency,"not everyone wearing masks, no social distancing, and letting people on lake when it is closed  COVID-19 .Face Covering Non-Compliance - Business",1610 E RIVERSIDE DRIVE,9,POINT (-97.73051657 30.2454135),9,8,10,64,309,55
2020 089509-CC,COVID-19,Other,Eviction,,,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,COVID-19/Education Provided,COVID19EVICTIONSR# 20-00235074,1307 FAIRBANKS DRIVE,4,POINT (-97.69206012 30.32794107),4,40,9,43,63,3
2020 098854-CC,COVID-19,Residential/Apartment,Social Distancing,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .Social Distancing,906 W 30TH STREET,9,POINT (-97.74613477 30.29888066),9,43,10,82,217,50
2020 069428-CC,COVID-19,Other,Non-essential Business,,,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19BONGO HALL OPERATING WHEN THEY SHOULD BE CLOSED,2101 W BEN WHITE BLVD SVRD EB,5,POINT (-97.79117005 30.22983661),5,9,1,92,373,23
2020 060442-CC,COVID-19,Other,Social Distancing,,,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,COVID-19/Education Provided,COVID19OVER OCCUPANCY,8135 EXCHANGE DRIVE,1,POINT (-97.67314518 30.33170029),1,50,8,,217,77
2020 051707-CC,COVID-19,Parks,Social Distancing,,,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19Easton Park,7604 SOLARI DRIVE,2,POINT (-97.719238 30.15555924),2,25,4,,484,20
2020 059763-CC,COVID-19,Residential,Social Distancing,,,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19OVER CROWDING,206 W 38TH STREET,9,POINT (-97.73471806 30.30167783),9,43,10,21,217,65
2020 098852-CC,COVID-19,Residential/Apartment,Social Distancing,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"large group of people in the casa del rio apartments pool without masks. it is closed and locked, people are not supposed to be using it. pool is at the entrance to the parking lot  COVID-19 .Social Distancing",3212 RED RIVER STREET,9,POINT (-97.72687949 30.29202721),9,43,10,50,217,50
2020 098759-CC,COVID-19,Residential/Apartment,Social Distancing,,,07/03/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,there is a pool party and about 40 people  COVID-19 .Social Distancing,4711 E RIVERSIDE DRIVE,3,POINT (-97.71888722 30.23178981),3,8,3,94,248,55
2020 089449-CC,COVID-19,Other,Eviction,,,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,COVID-19/Education Provided,COVID19EVICTIONSR # 20-00235293,6407 SANDSHOF DRIVE,1,POINT (-97.64645705 30.29690411),1,46,8,,309,8
2020 054864-CC,COVID-19,Other,Over Occupancy,,,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,COVID-19/Education Provided,COVID19OVER OCCUPANCYREGENCY NURSING AND REHABILITATION CENTER,5301 DUVAL ROAD,6,POINT (-97.74331689 30.4178363),6,51,6,,540,58
2020 054037-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19,4703 RAMSEY AVENUE,7,POINT (-97.74129686 30.31901719),7,12,7,74,217,7
2020 054340-CC,COVID-19,Residential,Social Distancing,,,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,2605 CARNARVON LANE,9,POINT (-97.75259289 30.23522244),9,9,10,37,217,75
2020 098832-CC,COVID-19,Residential/Apartment,Social Distancing,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Caller stated that at the pool at location are more than 50 people not using mouth covers  COVID-19 .Social Distancing,91 RAINEY STREET,9,POINT (-97.73793407 30.26020459),9,52,10,60,502,24
2020 098853-CC,COVID-19,Park,Over Occupancy,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,Referred to Appropriate Agency,"Bull creek, about 20 cars parked out visiting the park even though it is closed walking around the road block. You can see the cars parking from the street  COVID-19 .Over Occupancy",7008 LAKEWOOD DR,,POINT (-88.448709 24.923983),,,,,,
2020 067035-CC,COVID-19,Schools,Social Distancing,,,04/29/2020 12:00:00 AM,04/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,SR #: 20-0168356,3800 S 2ND STREET BLDG  B,3,POINT (-97.77190479 30.22950049),3,9,3,85,64,75
2020 049579-CC,COVID-19,Other,Non-essential Business,,,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,16511 BRATTON LANE,,POINT (-97.67351978 30.4703817),,28,,,540,48
2020 057604-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19CONSTRUCTION SITE,112 ACADEMY DRIVE,9,POINT (-97.74735681 30.25211937),9,9,10,30,217,75
2020 054324-CC,COVID-19,Residential,Social Distancing,,,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,5402 CUESTA VERDE,,POINT (-97.7953824 30.33104282),,10,,,217,29
2020 054999-CC,COVID-19,Other,Over Occupancy,,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 Over Occupancy,1425 E RUNDBERG LANE,4,POINT (-97.6764038 30.35060256),4,47,9,17,63,78
2020 098786-CC,COVID-19,Business,Face Covering Non-Compliance - Business,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Employees and customers not masked  COVID-19 .Face Covering Non-Compliance - Business,10601 2222 RD,,POINT (-88.448709 24.923983),,,,,,
2020 069597-CC,COVID-19,Residential,Eviction,,,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,COVID-19/Education Provided,311 Referral - COVID Eviction,8312 N IH 35 SVRD SB BLDG  1,4,POINT (-97.69657291 30.34664705),4,47,9,54,63,78
2020 098825-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Gas station/store  COVID-19 .Face Covering Non-Compliance - Business,1660 E 51ST STREET,4,POINT (-97.69890336 30.30443969),4,19,9,84,309,33
2020 098806-CC,COVID-19,Business,Face Covering Non-Compliance - Business,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .Face Covering Non-Compliance - Business,2817 E 5TH STREET,3,POINT (-97.71041947 30.25608255),3,7,3,29,309,1
2020 054970-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19CONSTRUCTION SITE,615 W 7TH STREET,9,POINT (-97.74900948 30.27056344),9,52,10,60,217,24
2020 054931-CC,COVID-19,Other,Social Distancing,,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,COVID-19/Education Provided,COVID19OVER OCCUPANCY,2909 KRAMER LN,,POINT (-88.448709 24.923983),,,,,,
2020 051709-CC,COVID-19,Other,Over Occupancy,,,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19Planet K,727 W STASSNEY LANE,2,POINT (-97.78383632 30.20855962),2,5,4,65,373,23
2020 098836-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"On Friday, July 3 2020 at 3:10 pm the receptionists on the second floor were not wearing masks. One had her mask under her chin. One has a mask but it wasnt covering her nose. They made to attempt to fix their masks even though they were only sitting a couple feet apart and I had to check in and be less than 6ft away from them. I find this really inappropriate being that its a doctors office and the receptionists on the first floor were screening everyone as they came in and handing out masks.  COVID-19 .Face Covering Non-Compliance - Business",2400 CEDAR BEND DRIVE,7,POINT (-97.70359316 30.41330678),7,22,7,,217,18
2020 059949-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19social distancing/ over occupancy/ no mask/ residential construction,5404 WOODVIEW AVENUE,7,POINT (-97.74442527 30.32866811),7,12,7,53,217,7
2020 054337-CC,COVID-19,Other,Social Distancing,,,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,1020 GROVE BOULEVARD,3,POINT (-97.70482141 30.23614035),3,8,3,94,309,55
2020 098837-CC,COVID-19,Residential/Apartment,Over Occupancy,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,pool for complex extremely packed and no one following social distancing or face mask rules  COVID-19 .Over Occupancy,110 JACOB FONTAINE LANE,4,POINT (-97.71519013 30.32576083),4,40,9,77,217,3
2020 096203-CC,COVID-19,Other,Face-Covering,,,06/29/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"COVID 19 - Meker BotiqueThe caller sees a face mask that is not ""solid"". It is knitted and not adequate. She saw this in a newspaper-Austin American Statesmen. The co -owner of the hair salon is wearing it.",2525 W ANDERSON LANE,7,POINT (-97.73354151 30.35547147),7,3,7,53,217,16
2020 101310-CC,COVID-19,Bar,Over Occupancy,,,07/08/2020 12:00:00 AM,07/08/2020 12:00:00 AM,Referred to Appropriate Agency,COVID-19 .Over Occupancy,11101 BURNET ROAD BUNIT 100,7,POINT (-97.71944185 30.39545159),7,22,7,45,217,18
2020 050306-CC,COVID-19,Construction,Social Distancing,Non-Referral,,03/25/2020 12:00:00 AM,03/25/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19,704 CUMMINS STREET,,POINT (-88.448709 24.923983),,,,,,
2020 069439-CC,COVID-19,Residential,Social Distancing,,,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,COVID-19/Education Provided,COVID19GAHTERING OF MORE THAN 10 + PEOPLE NEAR THE LEASING OFFICE,10505 S IH 35 SVRD NB,5,POINT (-97.79066241 30.14579795),5,36,1,,484,4
2020 068679-CC,COVID-19,Residential,Social Distancing,,,05/02/2020 12:00:00 AM,05/02/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"COVID 19Residential/ApartmentTimbers Apartments13-14 kids playing soccer in front of the maintenance shop, in front of the pool on the right side",1034 CLAYTON LANE,1,POINT (-97.70329072 30.31954404),1,19,8,84,309,33
2020 055011-CC,COVID-19,Residential,Social Distancing,,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 over occupancy,1200 ESTANCIA PARKWAY,5,POINT (-97.80648593 30.12328431),5,41,1,,484,14
2020 054869-CC,COVID-19,Restaurant,Social Distancing,,,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,6540 ED BLUESTEIN BOULEVARD SB,1,POINT (-97.66188175 30.3038492),1,19,8,41,309,33
2020 095020-CC,COVID-19,Other,Over Occupancy,,,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19Over OccupancyCapital Chevrolet,6200 S IH 35 SVRD SB,2,POINT (-97.76827871 30.19488587),2,5,4,1,373,23
2020 076536-CC,COVID-19,Residential,Eviction,,,05/19/2020 12:00:00 AM,05/21/2020 12:00:00 AM,COVID-19/Education Provided,COVID19EVICTONSR#20-00195426,11803 TEDFORD STREET,7,POINT (-97.68183456 30.38648373),7,47,7,,217,78
2020 054988-CC,COVID-19,Other,Over Occupancy,,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,COVID-19/Education Provided,COVID19OVER OCCUPANCY,5341 CAMERON ROAD,4,POINT (-97.70645339 30.31160161),4,19,9,84,309,33
2020 054954-CC,COVID-19,Other,Over Occupancy,,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,COVID-19/Education Provided,COVID19OVER OCCUPANCY,4006 S LAMAR BOULEVARD SB UNIT  400,5,POINT (-97.7931733 30.23792985),5,9,1,93,217,75
2020 068617-CC,COVID-19,Residential,Social Distancing,,,05/02/2020 12:00:00 AM,05/02/2020 12:00:00 AM,COVID-19/Education Provided,"COVID-19VELO FLATS APARTMENTS SOCIAL GATHERING/OVER OCCUPANCYSR #: 20-00172437 SR Comments:  What is the call concerning? Report Social Distancing/Over OccupancyWeb Intake Only:  What are you reporting?  Location Type:  Residential/ApartmentLocation Name:  Velo FlatExact address of concern:  2606 WhelessWhen did this take place?  MAY 02, 2020 REFUSED; REFUSED",2606 WHELESS LANE,1,POINT (-97.68060275 30.30981374),1,19,8,84,309,33
2020 078119-CC,COVID-19,Residential,Eviction,,,05/21/2020 12:00:00 AM,05/22/2020 12:00:00 AM,COVID-19/Education Provided,COVID19EVICTIONSR#20-00199505,7111 GRAND CANYON DRIVE,4,POINT (-97.69427089 30.32773357),4,40,9,43,63,3
2020 054928-CC,COVID-19,Other,Social Distancing,,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,10515 N MOPAC EXPY STORE F,,POINT (-88.448709 24.923983),,,,,,
2020 098813-CC,COVID-19,Park,Over Occupancy,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,Referred to Appropriate Agency,Received via Mobile App Request Number 20-00268065: Crowds at Mueller lake park  COVID-19 .Over Occupancy,1829 SIMOND AVENUE,9,POINT (-97.70547057 30.29718369),9,11,10,38,309,33
2020 059788-CC,COVID-19,Other,Face-Covering,,,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,COVID-19/Education Provided,COVID 19 PEOPLE WITHOUT MASKS,710 E BEN WHITE BLVD SVRD WB UNIT  C,3,POINT (-97.75439371 30.22000304),3,9,3,37,217,75
2020 098866-CC,COVID-19,Residential/Apartment,Face Covering Non-Compliance - Business,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"At the pool from location, caller stated that more than 50 people are having a  party and playing  with no face covers.  COVID-19 .Face Covering Non-Compliance - Business",3311 ROGERS ROAD,7,POINT (-97.72575493 30.40108961),7,22,7,45,217,18
2020 098803-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,6 of the 8 people in the small restaurant were not wearing masks  COVID-19 .Face Covering Non-Compliance - Business,11657 RESEARCH BLVD NB,,POINT (-88.448709 24.923983),,,,,,
2020 055006-CC,COVID-19,Restaurant,Over Occupancy,,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 over occupancy,1601 GUADALUPE STREET,9,POINT (-97.74244033 30.27886381),9,52,10,60,217,24
2020 054875-CC,COVID-19,Other,Social Distancing,,,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY NAIL SALON,1030 NORWOOD PARK BOULEVARD,4,POINT (-97.69116655 30.33915245),4,47,9,17,63,78
2020 052481-CC,COVID-19,Other,Over Occupancy,,,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Gathering and Over Occupancy-Over occupancy,604 WEST AVENUE,9,POINT (-97.75077272 30.27086302),9,26,10,60,217,24
2020 050285-CC,COVID-19,Residential,Social Distancing,,,03/25/2020 12:00:00 AM,03/25/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID - 19,5208 W PARMER LN,,POINT (-88.448709 24.923983),,,,,,
2020 098767-CC,COVID-19,Bar,Social Distancing,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,Referred to Appropriate Agency,"BUCKETS ( BAR)CALLER WOULD LIKE TO REPORT BUSINESS IS STILL OPEN ...ADDRESS IS 2020 E Cesar Chavez St, Austin, TX 78702  COVID-19 .Social Distancing",2020 E CESAR CHAVEZ STREET,3,POINT (-97.72273252 30.25666684),3,7,3,66,309,1
2020 098760-CC,COVID-19,Residential/Apartment,Social Distancing,,,07/03/2020 12:00:00 AM,07/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Not social distancing. Caller said their not masked as well  COVID-19 .Social Distancing,1302 S 5TH STREET,9,POINT (-97.75910177 30.25335153),9,9,10,42,217,75
2020 098885-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,Referred to Appropriate Agency,mobile app via sr# 20-00268252Over 100 people are commence downtown to protest no maskin are not wearing mask with no social distancing. I just drove by there today I was gonna go to the protest for free immigrants And see all them and 1 section mast and social distancing. I do not see 1 cop what so ever giving out the $250 tickets even interacting but the hundred with no mask. I want manly to explain why his PD is not doing anything about this. This is a Governor order.  COVID-19 .Social Distancing,101 W 11TH STREET,1,POINT (-97.7412232 30.27263369),1,52,8,60,217,24
2020 057713-CC,COVID-19,Parks,Social Distancing,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19Games with 10-12 people per groupSouth Austin Recreation Center,1100 CUMBERLAND ROAD,3,POINT (-97.76868076 30.24140649),3,9,3,85,64,75
2020 098778-CC,COVID-19,Business,Over Occupancy,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,Referred to Appropriate Agency,Received via Mobile App Submission Number 20-00267392: Large gathering. Event center. Hookah Lounge. Game Center.  COVID-19 .Over Occupancy,1918 RUTLAND DR,,POINT (-88.448709 24.923983),,,,,,
2020 051856-CC,COVID-19,Residential,Social Distancing,,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID,7720 SKYTREE DRIVE,2,POINT (-97.71741868 30.15579622),2,25,4,,484,20
2020 098793-CC,COVID-19,Park,Social Distancing,,,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,Referred to Appropriate Agency,Crowds in park again. Vandalizing picnic table coverings  COVID-19 .Social Distancing,1900 SIMOND AVENUE,9,POINT (-97.70385381 30.29726889),9,19,10,38,309,33
2020 054327-CC,COVID-19,Residential,Social Distancing,,,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,2101 ALTA VISTA AVENUE,9,POINT (-97.74519656 30.23984503),9,9,10,49,217,75
2020 078619-CC,COVID-19,Other,Over Occupancy,,,05/22/2020 12:00:00 AM,05/22/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Report Social Distancing/Over Occupancy,COVID-19,,POINT (-88.448709 24.923983),,,,,,
2020 050316-CC,COVID-19,Residential,Social Distancing,,,03/25/2020 12:00:00 AM,03/25/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19,10500 AVERY CLUB DRIVE BLDG  1,6,POINT (-97.77128835 30.50351368),6,49,6,,540,47
2020 054656-CC,COVID-19,Restaurant,Social Distancing,,,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,HEB-OVER OCCUPANCY,600 W WILLIAM CANNON DRIVE,2,POINT (-97.78627128 30.19805518),2,5,4,1,373,23
2020 054924-CC,COVID-19,Residential,Social Distancing,,,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,615 W 7TH STREET,9,POINT (-97.74900948 30.27056344),9,52,10,60,217,24
2020 098750-CC,COVID-19,Residential,Other,,,07/03/2020 12:00:00 AM,07/04/2020 12:00:00 AM,Referred to Appropriate Agency,"In addition to the COVID-19 concern, the occupants frequently play music loudly over outside speakers past 10:30p (often well into the night).  COVID-19 .Social Distancing",6466 HART LANE,10,POINT (-97.75476144 30.34603578),10,17,5,,217,66
